0.24438	0.24438	0
0.73314	0.24438	0
1.2219	0.24438	0
1.7107	0.24438	0
2.1994	0.24438	0
2.6882	0.24438	0
3.1769	0.24438	0
3.6657	0.24438	0
4.1544	0.24438	0
4.6432	0.24438	0
5.132	0.24438	0
5.6207	0.24438	0
6.1095	0.24438	0
6.5982	0.24438	0
7.087	0.24438	0
7.5758	0.24438	0
8.0645	0.24438	0
8.5533	0.24438	0
9.042	0.24438	0
9.5308	0.24438	0
10.02	0.24438	0
10.508	0.24438	0
10.997	0.24438	0
11.486	0.24438	0
11.975	0.24438	0
12.463	0.24438	0
12.952	0.24438	0
13.441	0.24438	0
13.93	0.24438	0
14.418	0.24438	0
14.907	0.24438	0
15.396	0.24438	0
15.885	0.24438	0
16.373	0.24438	0
16.862	0.24438	0
17.351	0.24438	0
17.84	0.24438	0
18.328	0.24438	0
18.817	0.24438	0
19.306	0.24438	0
19.795	0.24438	0
20.283	0.24438	0
20.772	0.24438	0
21.261	0.24438	0
21.75	0.24438	0
22.239	0.24438	0
22.727	0.24438	0
23.216	0.24438	0
23.705	0.24438	0
24.194	0.24438	0
0.24438	0.73314	0
0.73314	0.73314	0
1.2219	0.73314	0
1.7107	0.73314	0
2.1994	0.73314	0
2.6882	0.73314	0
3.1769	0.73314	0
3.6657	0.73314	0
4.1544	0.73314	0
4.6432	0.73314	0
5.132	0.73314	0
5.6207	0.73314	0
6.1095	0.73314	0
6.5982	0.73314	0
7.087	0.73314	0
7.5758	0.73314	0
8.0645	0.73314	0
8.5533	0.73314	0
9.042	0.73314	0
9.5308	0.73314	0
10.02	0.73314	0
10.508	0.73314	0
10.997	0.73314	0
11.486	0.73314	0
11.975	0.73314	0
12.463	0.73314	0
12.952	0.73314	0
13.441	0.73314	0
13.93	0.73314	0
14.418	0.73314	0
14.907	0.73314	0
15.396	0.73314	0
15.885	0.73314	0
16.373	0.73314	0
16.862	0.73314	0
17.351	0.73314	0
17.84	0.73314	0
18.328	0.73314	0
18.817	0.73314	0
19.306	0.73314	0
19.795	0.73314	0
20.283	0.73314	0
20.772	0.73314	0
21.261	0.73314	0
21.75	0.73314	0
22.239	0.73314	0
22.727	0.73314	0
23.216	0.73314	0
23.705	0.73314	0
24.194	0.73314	0
0.24438	1.2219	0
0.73314	1.2219	0
1.2219	1.2219	0
1.7107	1.2219	0
2.1994	1.2219	0
2.6882	1.2219	0
3.1769	1.2219	0
3.6657	1.2219	0
4.1544	1.2219	0
4.6432	1.2219	0
